batter,season,balls_faced,runs_scored,fours,sixes,dot_balls,powerplay_runs,middle_runs,death_runs,powerplay_balls,middle_balls,death_balls,times_dismissed,matches,strike_rate,average,boundary_pct,death_strike_rate
M Vohra,2013,117,161,22,2,43,65,76,20,48,60,9,7,10,137.61,23.00,20.51,222.22
M Vohra,2014,233,324,27,16,99,210,108,6,138,88,7,7,8,139.06,46.29,18.45,85.71
M Vohra,2015,81,82,4,5,43,60,22,0,60,21,0,7,7,101.23,11.71,11.11,0.00
M Vohra,2016,131,161,19,3,58,101,60,0,92,39,0,7,7,122.90,23.00,16.79,0.00
M Vohra,2017,159,229,23,9,60,141,52,36,106,41,12,9,9,144.03,25.44,20.13,300.00
M Vohra,2018,47,55,2,4,22,43,12,0,35,12,0,4,4,117.02,13.75,12.77,0.00
M Vohra,2021,39,42,5,2,24,42,0,0,39,0,0,4,4,107.69,10.50,17.95,0.00
M Vohra,2022,11,19,1,2,5,19,0,0,11,0,0,1,1,172.73,19.00,27.27,0.00
M Vohra,2023,11,10,1,0,4,10,0,0,11,0,0,1,1,90.91,10.00,9.09,0.00
MA Agarwal,2011,120,141,16,4,53,97,44,0,81,39,0,7,7,117.50,20.14,16.67,0.00
MA Agarwal,2012,158,225,19,15,69,98,52,75,76,55,27,11,12,142.41,20.45,21.52,277.78
MA Agarwal,2013,62,67,6,3,31,49,14,4,47,10,5,5,5,108.06,13.40,14.52,80.00
MA Agarwal,2014,91,115,12,3,37,84,25,6,69,20,2,8,8,126.37,14.38,16.48,300.00
MA Agarwal,2015,177,213,23,7,72,118,81,14,103,64,10,9,10,120.34,23.67,16.95,140.00
MA Agarwal,2016,25,27,3,1,12,27,0,0,25,0,0,3,3,108.00,9.00,16.00,0.00
MA Agarwal,2017,27,26,3,0,13,26,0,0,27,0,0,3,3,96.30,8.67,11.11,0.00
MA Agarwal,2018,94,120,9,5,30,43,66,11,33,54,7,10,11,127.66,12.00,14.89,157.14
MA Agarwal,2019,234,332,26,14,73,86,231,15,79,146,9,11,13,141.88,30.18,17.09,166.67
MA Agarwal,2020/21,273,432,46,15,80,215,157,60,155,90,28,10,11,158.24,43.20,22.34,214.29
MA Agarwal,2021,314,441,42,18,111,196,193,52,162,129,23,11,12,140.45,40.09,19.11,226.09
MA Agarwal,2022,160,196,23,6,71,145,51,0,111,49,0,12,12,122.50,16.33,18.13,0.00
MA Agarwal,2023,210,270,29,6,69,146,114,10,115,89,6,10,10,128.57,27.00,16.67,166.67
MA Agarwal,2024,57,64,8,1,29,59,5,0,52,5,0,4,4,112.28,16.00,15.79,0.00
MA Khote,2007/08,22,24,2,1,10,0,6,18,0,7,15,2,3,109.09,12.00,13.64,120.00
MA Starc,2014,84,85,9,0,35,0,37,48,0,35,49,5,8,101.19,17.00,10.71,97.96
MA Starc,2015,14,11,1,0,6,0,0,11,0,0,14,1,3,78.57,11.00,7.14,78.57
MA Starc,2024,11,9,1,0,5,0,0,9,0,0,11,2,5,81.82,4.50,9.09,81.82
MA Wood,2018,3,1,0,0,2,0,0,1,0,0,3,1,1,33.33,1.00,0.00,33.33
MA Wood,2023,5,11,1,1,2,0,0,11,0,0,5,1,2,220.00,11.00,40.00,220.00
Mandeep Singh,2009/10,11,4,1,0,10,4,0,0,11,0,0,2,2,36.36,2.00,9.09,0.00
Mandeep Singh,2011,41,47,4,1,14,0,7,40,0,8,33,4,5,114.63,11.75,12.20,121.21
Mandeep Singh,2012,342,432,53,7,136,219,188,25,173,147,22,16,16,126.32,27.00,17.54,113.64
Mandeep Singh,2013,223,260,36,0,90,177,64,19,154,55,14,12,14,116.59,21.67,16.14,135.71
Mandeep Singh,2014,26,24,2,0,12,24,0,0,26,0,0,3,3,92.31,8.00,7.69,0.00
Mandeep Singh,2015,100,157,17,6,33,32,100,25,24,62,14,6,8,157.00,26.17,23.00,178.57
Mandeep Singh,2017,177,188,21,4,81,100,87,1,82,91,4,10,10,106.21,18.80,14.12,25.00
Mandeep Singh,2018,186,252,16,11,56,6,79,167,4,85,97,10,13,135.48,25.20,14.52,172.16
Mandeep Singh,2019,120,165,10,4,20,0,55,110,0,45,75,4,12,137.50,41.25,11.67,146.67
Mandeep Singh,2020/21,109,130,10,4,42,34,73,23,35,59,15,6,7,119.27,21.67,12.84,153.33
Mandeep Singh,2021,14,15,2,0,4,15,0,0,14,0,0,1,1,107.14,15.00,14.29,0.00
Mandeep Singh,2022,23,18,4,0,17,18,0,0,23,0,0,3,3,78.26,6.00,17.39,0.00
Mandeep Singh,2023,16,14,0,1,8,4,10,0,8,8,0,3,3,87.50,4.67,6.25,0.00
Mashrafe Mortaza,2009,2,2,0,0,1,0,0,2,0,0,2,0,1,100.00,2.00,0.00,100.00
Mayank Dagar,2024,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
MC Henriques,2009,40,38,2,1,19,0,11,27,0,25,15,2,3,95.00,19.00,7.50,180.00
MC Henriques,2009/10,5,11,2,0,1,0,4,7,0,1,4,1,1,220.00,11.00,40.00,175.00
MC Henriques,2013,125,165,20,3,45,3,75,87,3,69,53,4,9,132.00,41.25,18.40,164.15
MC Henriques,2014,14,9,1,0,8,0,9,0,0,11,3,2,2,64.29,4.50,7.14,0.00
MC Henriques,2015,211,287,19,13,66,53,167,67,42,132,37,7,9,136.02,41.00,15.17,181.08
MC Henriques,2016,158,182,15,6,61,42,82,58,47,72,39,12,15,115.19,15.17,13.29,148.72
MC Henriques,2017,203,277,28,4,57,63,137,77,48,112,43,6,11,136.45,46.17,15.76,179.07
MC Henriques,2021,32,31,0,1,12,0,19,12,0,23,9,2,4,96.88,15.50,3.13,133.33
MC Juneja,2013,128,125,11,1,48,20,88,17,18,94,16,7,7,97.66,17.86,9.38,106.25
MD Mishra,2009/10,144,166,18,6,70,108,58,0,99,45,0,10,11,115.28,16.60,16.67,0.00
MD Mishra,2011,60,67,5,2,24,17,23,27,21,20,19,4,5,111.67,16.75,11.67,142.11
MD Mishra,2012,4,4,1,0,3,4,0,0,4,0,0,1,1,100.00,4.00,25.00,0.00
MD Shanaka,2023,26,26,2,1,12,0,17,9,1,16,9,2,3,100.00,13.00,11.54,100.00
MDKJ Perera,2013,13,14,3,0,8,14,0,0,13,0,0,2,2,107.69,7.00,23.08,0.00
MEK Hussey,2007/08,100,168,12,11,31,24,78,66,24,50,26,2,3,168.00,84.00,23.00,253.85
MEK Hussey,2009/10,44,37,2,0,19,4,20,13,4,27,13,2,3,84.09,18.50,4.55,100.00
MEK Hussey,2011,414,492,53,6,140,190,235,67,190,187,37,12,14,118.84,41.00,14.25,181.08
MEK Hussey,2012,236,261,28,8,112,145,114,2,143,90,3,8,8,110.59,32.63,15.25,66.67
MEK Hussey,2013,566,733,81,17,203,307,328,98,262,254,50,13,17,129.51,56.38,17.31,196.00
MEK Hussey,2014,182,209,17,7,74,126,83,0,107,75,0,8,9,114.84,26.13,13.19,0.00
MEK Hussey,2015,70,77,5,3,27,32,30,15,37,26,7,4,4,110.00,19.25,11.43,214.29
MF Maharoof,2007/08,79,125,10,7,27,0,14,111,0,16,63,6,8,158.23,20.83,21.52,176.19
MF Maharoof,2009,21,21,0,0,7,0,0,21,0,0,21,1,2,100.00,21.00,0.00,100.00
MF Maharoof,2009/10,23,31,2,2,9,0,28,3,0,18,5,3,4,134.78,10.33,17.39,60.00
MG Bracewell,2023,47,58,6,1,15,2,43,13,2,32,13,2,4,123.40,29.00,14.89,100.00
MG Johnson,2013,36,39,2,2,15,0,5,34,0,5,31,4,6,108.33,9.75,11.11,109.68
MG Johnson,2014,50,56,4,3,26,0,0,56,0,0,50,3,8,112.00,18.67,14.00,112.00
MG Johnson,2015,36,31,1,1,16,0,2,29,0,6,30,4,8,86.11,7.75,5.56,96.67
MG Johnson,2016,14,5,0,0,10,0,2,3,0,5,9,2,2,35.71,2.50,0.00,33.33
MG Johnson,2017,17,20,1,1,7,0,1,19,0,4,13,0,2,117.65,20.00,11.76,146.15
MG Johnson,2018,11,16,2,0,2,0,0,16,0,0,11,0,2,145.45,16.00,18.18,145.45
Misbah-ul-Haq,2007/08,81,117,10,6,30,27,48,42,19,42,20,7,8,144.44,16.71,19.75,210.00
MJ Clarke,2012,94,98,12,0,41,76,22,0,64,30,0,6,6,104.26,16.33,12.77,0.00
MJ Guptill,2016,55,57,3,3,27,23,34,0,29,26,0,3,3,103.64,19.00,10.91,0.00
MJ Guptill,2017,88,132,17,5,37,116,16,0,79,9,0,6,7,150.00,22.00,25.00,0.00
MJ Guptill,2019,54,82,4,7,24,80,2,0,49,5,0,3,3,151.85,27.33,20.37,0.00
MJ Lumb,2009/10,192,278,45,6,87,225,53,0,152,40,0,9,11,144.79,30.89,26.56,0.00
MJ Lumb,2011,2,0,0,0,2,0,0,0,2,0,0,1,1,0.00,0.00,0.00,0.00
MJ McClenaghan,2015,6,13,0,2,3,0,0,13,0,0,6,1,3,216.67,13.00,33.33,216.67
MJ McClenaghan,2016,23,34,2,3,10,0,28,6,0,17,6,3,4,147.83,11.33,21.74,100.00
MJ McClenaghan,2017,15,16,0,1,5,0,1,15,1,1,13,3,5,106.67,5.33,6.67,115.38
MJ McClenaghan,2018,10,11,1,1,7,0,0,11,0,1,9,2,4,110.00,5.50,20.00,122.22
MJ McClenaghan,2019,16,11,2,0,11,0,0,11,0,0,16,2,4,68.75,5.50,12.50,68.75
MJ Santner,2019,23,32,0,3,8,0,6,26,0,12,11,1,2,139.13,32.00,13.04,236.36
MJ Santner,2022,27,22,3,0,16,20,0,2,24,0,3,2,4,81.48,11.00,11.11,66.67
MJ Santner,2023,4,2,0,0,2,0,0,2,0,0,4,0,2,50.00,2.00,0.00,50.00
MJ Santner,2024,17,14,1,0,6,0,12,2,0,12,5,3,3,82.35,4.67,5.88,40.00
MJ Suthar,2024,2,1,0,0,1,0,0,1,0,0,2,1,1,50.00,1.00,0.00,50.00
MK Lomror,2018,21,20,1,0,8,0,3,17,0,4,17,1,2,95.24,20.00,4.76,100.00
MK Lomror,2019,3,8,2,0,1,8,0,0,3,0,0,1,1,266.67,8.00,66.67,0.00
MK Lomror,2020/21,54,59,2,3,19,11,38,10,14,34,6,3,3,109.26,19.67,9.26,166.67
MK Lomror,2021,73,94,3,6,23,3,55,36,8,46,19,3,4,128.77,31.33,12.33,189.47
MK Lomror,2022,57,86,7,4,16,6,37,43,3,29,25,5,5,150.88,17.20,19.30,172.00
MK Lomror,2023,97,135,9,8,33,3,94,38,10,55,32,8,10,139.18,16.88,17.53,118.75
MK Lomror,2024,68,125,9,9,20,0,39,86,0,25,43,8,10,183.82,15.63,26.47,200.00
MK Pandey,2007/08,9,3,0,0,6,0,0,3,3,0,6,2,2,33.33,1.50,0.00,50.00
MK Pandey,2009,118,168,17,4,39,49,84,35,39,60,19,2,4,142.37,84.00,17.80,184.21
MK Pandey,2009/10,226,249,27,7,108,178,71,0,158,68,0,11,13,110.18,22.64,15.04,0.00
MK Pandey,2011,227,246,28,6,103,107,120,19,102,115,10,9,9,108.37,27.33,14.98,190.00
MK Pandey,2012,112,143,12,6,45,68,39,36,59,31,22,7,9,127.68,20.43,16.07,163.64
MK Pandey,2013,137,136,11,3,57,22,70,44,40,68,29,6,7,99.27,22.67,10.22,151.72
MK Pandey,2014,343,409,35,11,126,121,230,58,115,190,38,13,16,119.24,31.46,13.41,152.63
MK Pandey,2015,184,225,22,7,69,91,131,3,74,107,3,10,12,122.28,22.50,15.76,100.00
MK Pandey,2016,183,248,17,9,47,42,188,18,36,129,18,8,11,135.52,31.00,14.21,100.00
MK Pandey,2017,308,396,28,12,83,28,244,124,27,208,73,8,12,128.57,49.50,12.99,169.86
MK Pandey,2018,246,284,22,5,82,27,139,118,35,125,86,11,13,115.45,25.82,10.98,137.21
MK Pandey,2019,264,345,34,6,74,74,203,68,46,175,43,9,11,130.68,38.33,15.15,158.14
MK Pandey,2020/21,333,425,35,18,124,181,165,79,116,164,53,13,15,127.63,32.69,15.92,149.06
MK Pandey,2021,236,292,21,10,81,77,167,48,73,128,35,6,8,123.73,48.67,13.14,137.14
MK Pandey,2022,80,88,9,2,35,31,57,0,34,46,0,6,6,110.00,14.67,13.75,0.00
MK Pandey,2023,146,160,15,3,55,37,111,12,35,98,13,9,9,109.59,17.78,12.33,92.31
MK Pandey,2024,31,42,2,2,7,0,34,8,0,26,5,1,1,135.48,42.00,12.90,160.00
MK Tiwary,2007/08,85,104,16,0,31,14,58,32,12,54,19,3,7,122.35,34.67,18.82,168.42
MK Tiwary,2009,13,9,1,0,7,0,0,9,0,3,10,1,1,69.23,9.00,7.69,90.00
MK Tiwary,2009/10,186,237,23,5,57,60,115,62,45,108,33,9,11,127.42,26.33,15.05,187.88
MK Tiwary,2011,325,359,26,14,138,65,211,83,58,206,61,7,13,110.46,51.29,12.31,136.07
MK Tiwary,2012,246,260,21,3,88,23,148,89,43,131,72,10,15,105.69,26.00,9.76,123.61
MK Tiwary,2013,140,146,12,1,55,14,79,53,12,85,43,8,9,104.29,18.25,9.29,123.26
MK Tiwary,2014,118,152,14,4,37,1,73,78,5,60,53,5,8,128.81,30.40,15.25,147.17
MK Tiwary,2015,56,57,8,1,28,21,36,0,24,32,0,2,2,101.79,28.50,16.07,0.00
MK Tiwary,2017,236,324,31,11,71,18,119,187,20,98,118,9,13,137.29,36.00,17.80,158.47
MK Tiwary,2018,44,47,4,1,18,8,35,4,11,30,3,3,4,106.82,15.67,11.36,133.33
ML Hayden,2007/08,131,189,24,6,49,77,69,43,64,46,21,2,4,144.27,94.50,22.90,204.76
ML Hayden,2009,395,572,60,22,146,285,234,53,192,174,29,10,12,144.81,57.20,20.76,182.76
ML Hayden,2009/10,280,346,37,16,137,237,109,0,206,74,0,16,16,123.57,21.63,18.93,0.00
MM Ali,2018,46,77,4,6,13,3,74,0,7,39,0,4,4,167.39,19.25,21.74,0.00
MM Ali,2019,133,220,16,17,51,24,106,90,23,67,43,6,10,165.41,36.67,24.81,209.30
MM Ali,2020/21,16,12,1,0,7,0,11,1,0,14,2,3,3,75.00,4.00,6.25,50.00
MM Ali,2021,260,357,31,19,107,50,233,74,55,165,40,14,15,137.31,25.50,19.23,185.00
MM Ali,2022,177,244,24,11,69,111,96,37,67,81,29,10,10,137.85,24.40,19.77,127.59
MM Ali,2023,91,124,12,6,36,23,62,39,17,50,24,7,10,136.26,17.71,19.78,162.50
MM Ali,2024,98,128,7,8,34,18,72,38,12,67,19,5,5,130.61,25.60,15.31,200.00
MM Patel,2007/08,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
MM Patel,2009,26,33,5,0,8,0,0,33,0,2,24,3,5,126.92,11.00,19.23,137.50
MM Patel,2009/10,5,4,0,0,2,0,0,4,0,0,5,0,2,80.00,4.00,0.00,80.00
MM Patel,2011,1,0,0,0,1,0,0,0,0,1,0,1,1,0.00,0.00,0.00,0.00
MM Patel,2012,7,2,0,0,5,0,0,2,0,0,7,0,2,28.57,2.00,0.00,28.57
MM Patel,2017,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
MM Sharma,2013,5,0,0,0,5,0,0,0,0,3,2,1,2,0.00,0.00,0.00,0.00
MM Sharma,2014,3,1,0,0,2,0,0,1,0,0,3,0,1,33.33,1.00,0.00,33.33
MM Sharma,2015,18,28,1,2,6,0,0,28,0,0,18,2,5,155.56,14.00,16.67,155.56
MM Sharma,2016,26,32,3,1,10,0,14,18,0,12,14,4,5,123.08,8.00,15.38,128.57
MM Sharma,2017,50,51,4,1,20,0,17,34,0,13,37,6,7,102.00,8.50,10.00,91.89
MM Sharma,2018,13,10,1,0,6,0,3,7,0,5,8,1,4,76.92,10.00,7.69,87.50
MM Sharma,2019,2,0,0,0,2,0,0,0,0,0,2,0,1,0.00,0.00,0.00,0.00
MM Sharma,2023,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
MM Sharma,2024,15,2,0,0,13,0,2,0,0,14,1,2,2,13.33,1.00,0.00,0.00
MN Samuels,2012,123,124,7,5,54,8,91,25,19,87,17,6,8,100.81,20.67,9.76,147.06
MN Samuels,2013,18,8,1,0,13,1,7,0,4,14,0,2,2,44.44,4.00,5.56,0.00
MN Samuels,2017,31,29,1,2,17,0,29,0,2,29,0,3,4,93.55,9.67,9.68,0.00
MN van Wyk,2009,132,167,19,1,41,28,73,66,25,64,43,3,5,126.52,55.67,15.15,153.49
Mohammad Ashraful,2009,10,2,0,0,8,2,0,0,10,0,0,1,1,20.00,2.00,0.00,0.00
Mohammad Asif,2007/08,6,3,0,0,3,0,2,1,0,3,3,2,2,50.00,1.50,0.00,33.33
Mohammad Hafeez,2007/08,83,64,7,2,50,28,26,10,36,38,9,7,8,77.11,9.14,10.84,111.11
Mohammad Nabi,2017,3,2,0,0,2,0,0,2,0,0,3,1,1,66.67,2.00,0.00,66.67
Mohammad Nabi,2018,12,18,3,0,3,0,14,4,0,10,2,2,2,150.00,9.00,25.00,200.00
Mohammad Nabi,2019,78,121,8,8,28,6,24,91,2,21,55,6,7,155.13,20.17,20.51,165.45
Mohammad Nabi,2020/21,8,11,2,0,3,0,0,11,0,0,8,0,1,137.50,11.00,25.00,137.50
Mohammad Nabi,2021,20,34,3,2,6,0,25,9,0,15,5,3,3,170.00,11.33,25.00,180.00
Mohammad Nabi,2024,31,35,2,2,13,20,3,12,13,4,14,4,5,112.90,8.75,12.90,85.71
Mohammed Shami,2013,10,5,0,0,6,0,0,5,0,0,10,1,1,50.00,5.00,0.00,50.00
Mohammed Shami,2014,7,3,0,0,4,0,1,2,0,3,4,2,4,42.86,1.50,0.00,50.00
Mohammed Shami,2016,4,2,0,0,2,0,0,2,0,0,4,0,2,50.00,2.00,0.00,50.00
Mohammed Shami,2017,24,36,4,2,11,0,7,29,0,4,20,4,6,150.00,9.00,25.00,145.00
Mohammed Shami,2018,6,7,1,0,2,0,7,0,0,6,0,1,1,116.67,7.00,16.67,0.00
Mohammed Shami,2019,2,1,0,0,1,0,0,1,0,0,2,1,2,50.00,1.00,0.00,50.00
Mohammed Shami,2020/21,3,2,0,0,1,0,0,2,0,1,2,1,2,66.67,2.00,0.00,100.00
Mohammed Shami,2021,17,13,0,0,7,0,0,13,0,0,17,1,3,76.47,13.00,0.00,76.47
Mohammed Shami,2023,6,5,1,0,4,0,0,5,0,0,6,2,2,83.33,2.50,16.67,83.33
Mohammed Siraj,2018,22,25,2,1,8,0,0,25,0,0,22,2,3,113.64,12.50,13.64,113.64
Mohammed Siraj,2019,14,4,0,0,8,0,0,4,0,0,14,1,3,28.57,4.00,0.00,28.57
Mohammed Siraj,2020/21,14,17,2,0,5,0,0,17,0,0,14,1,3,121.43,17.00,14.29,121.43
Mohammed Siraj,2021,26,20,1,1,16,0,0,20,0,0,26,1,4,76.92,20.00,7.69,76.92
Mohammed Siraj,2022,33,30,5,0,19,0,0,30,0,0,33,2,4,90.91,15.00,15.15,90.91
Mohammed Siraj,2023,2,1,0,0,1,0,0,1,0,0,2,1,2,50.00,1.00,0.00,50.00
Mohammed Siraj,2024,8,12,0,2,6,0,0,12,0,0,8,1,1,150.00,12.00,25.00,150.00
Mohit Rathee,2023,2,1,0,0,1,0,0,1,0,0,2,0,1,50.00,1.00,0.00,50.00
Mohsin Khan,2022,16,23,2,1,5,0,1,22,0,3,13,1,3,143.75,23.00,18.75,169.23
Mohsin Khan,2023,7,0,0,0,7,0,0,0,0,0,7,1,1,0.00,0.00,0.00,0.00
Mohsin Khan,2024,1,2,0,0,0,0,0,2,0,0,1,0,1,200.00,2.00,0.00,200.00
MP Stoinis,2016,108,146,13,4,35,38,60,48,35,46,27,4,5,135.19,36.50,15.74,177.78
MP Stoinis,2017,24,17,1,0,12,4,6,7,5,8,11,3,3,70.83,5.67,4.17,63.64
MP Stoinis,2018,76,99,6,4,24,1,27,71,1,24,51,4,7,130.26,24.75,13.16,139.22
MP Stoinis,2019,156,211,14,10,53,0,66,145,1,68,87,4,10,135.26,52.75,15.38,166.67
MP Stoinis,2020/21,237,352,31,16,71,56,164,132,45,113,79,14,17,148.52,25.14,19.83,167.09
MP Stoinis,2021,72,89,11,1,24,3,37,49,6,40,26,4,7,123.61,22.25,16.67,188.46
MP Stoinis,2022,106,156,7,13,39,0,27,129,0,24,82,7,10,147.17,22.29,18.87,157.32
MP Stoinis,2023,272,408,28,27,98,49,239,120,31,183,58,13,15,150.00,31.38,20.22,206.90
MP Stoinis,2024,263,388,39,16,91,130,209,49,97,139,27,12,14,147.53,32.33,20.91,181.48
MR Marsh,2009/10,30,28,1,1,11,0,14,14,0,18,12,2,2,93.33,14.00,6.67,116.67
MR Marsh,2011,49,50,2,3,23,0,14,36,0,20,29,2,3,102.04,25.00,10.20,124.14
MR Marsh,2013,106,140,6,10,39,0,65,75,0,62,44,6,8,132.08,23.33,15.09,170.45
MR Marsh,2016,11,7,0,0,6,0,0,7,0,0,11,1,1,63.64,7.00,0.00,63.64
MR Marsh,2020/21,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
MR Marsh,2022,189,251,19,14,74,115,100,36,85,84,20,7,8,132.80,35.86,17.46,180.00
MR Marsh,2023,97,128,11,7,43,65,63,0,48,49,0,8,9,131.96,16.00,18.56,0.00
MR Marsh,2024,38,61,9,3,19,43,18,0,26,12,0,4,4,160.53,15.25,31.58,0.00
MS Bisla,2009/10,178,218,27,6,87,146,65,7,117,52,9,9,10,122.47,24.22,18.54,77.78
MS Bisla,2011,89,72,8,0,44,60,12,0,69,20,0,4,5,80.90,18.00,8.99,0.00
MS Bisla,2012,160,213,16,10,59,75,138,0,50,110,0,7,7,133.13,30.43,16.25,0.00
MS Bisla,2013,236,255,36,6,125,153,57,45,159,53,24,13,14,108.05,19.62,17.80,187.50
MS Bisla,2014,9,3,0,0,6,3,0,0,9,0,0,1,1,33.33,3.00,0.00,0.00
MS Bisla,2015,30,37,6,1,18,37,0,0,30,0,0,2,2,123.33,18.50,23.33,0.00
MS Dhoni,2007/08,310,414,38,15,115,0,229,185,1,204,105,10,14,133.55,41.40,17.10,176.19
MS Dhoni,2009,261,332,22,9,66,4,197,131,2,175,84,8,13,127.20,41.50,11.88,155.95
MS Dhoni,2009/10,210,287,26,8,61,6,190,91,8,156,46,9,11,136.67,31.89,16.19,197.83
MS Dhoni,2011,247,392,25,23,68,0,127,265,0,118,129,9,13,158.70,43.56,19.43,205.43
MS Dhoni,2012,278,358,26,9,82,4,131,223,5,130,143,11,17,128.78,32.55,12.59,155.94
MS Dhoni,2013,283,461,32,25,78,6,169,286,3,139,141,10,16,162.90,46.10,20.14,202.84
MS Dhoni,2014,250,371,22,20,74,0,70,301,0,81,169,5,15,148.40,74.20,16.80,178.11
MS Dhoni,2015,305,372,27,17,123,0,136,236,1,164,140,12,17,121.97,31.00,14.43,168.57
MS Dhoni,2016,210,284,18,14,72,8,86,190,12,85,113,7,12,135.24,40.57,15.24,168.14
MS Dhoni,2017,250,290,15,16,105,0,122,168,0,143,107,11,15,116.00,26.36,12.40,157.01
MS Dhoni,2018,302,455,24,30,90,7,151,297,11,143,148,6,15,150.66,75.83,17.88,200.68
MS Dhoni,2019,309,416,22,23,108,5,143,268,7,145,157,4,12,134.63,104.00,14.56,170.70
MS Dhoni,2020/21,172,200,16,7,70,10,62,128,12,70,90,8,12,116.28,25.00,13.37,142.22
MS Dhoni,2021,107,114,12,3,49,3,27,84,5,42,60,7,11,106.54,16.29,14.02,140.00
MS Dhoni,2022,188,232,21,10,82,6,52,174,5,78,105,7,12,123.40,33.14,16.49,165.71
MS Dhoni,2023,57,104,3,10,14,0,0,104,0,1,56,4,12,182.46,26.00,22.81,185.71
MS Dhoni,2024,73,161,14,13,21,0,0,161,0,0,73,3,11,220.55,53.67,36.99,220.55
MS Gony,2007/08,23,35,2,3,9,0,0,35,0,1,22,1,5,152.17,35.00,21.74,159.09
MS Gony,2009,7,13,0,2,4,0,7,6,0,5,2,2,2,185.71,6.50,28.57,300.00
MS Gony,2009/10,6,2,0,0,4,0,0,2,0,0,6,1,1,33.33,2.00,0.00,33.33
MS Gony,2011,2,0,0,0,2,0,0,0,0,0,2,1,2,0.00,0.00,0.00,0.00
MS Gony,2012,8,4,0,0,4,0,4,0,0,8,0,1,1,50.00,4.00,0.00,0.00
MS Gony,2013,25,45,4,3,10,0,0,45,0,3,22,3,4,180.00,15.00,28.00,204.55
MS Wade,2011,33,22,0,0,15,2,20,0,7,26,0,3,3,66.67,7.33,0.00,0.00
MS Wade,2022,138,157,23,2,68,111,46,0,91,47,0,9,10,113.77,17.44,18.12,0.00
MS Wade,2024,6,4,0,0,2,0,4,0,0,6,0,1,1,66.67,4.00,0.00,0.00
Mujeeb Ur Rahman,2018,7,10,2,0,3,0,0,10,0,0,7,1,2,142.86,10.00,28.57,142.86
Mujeeb Ur Rahman,2019,4,0,0,0,4,0,0,0,0,0,4,1,2,0.00,0.00,0.00,0.00
Mujeeb Ur Rahman,2020/21,3,1,0,0,2,0,1,0,0,3,0,1,1,33.33,1.00,0.00,0.00
Mujeeb Ur Rahman,2021,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
Mukesh Choudhary,2022,6,6,1,0,3,0,4,2,0,4,2,0,2,100.00,6.00,16.67,100.00
Mukesh Kumar,2023,9,7,0,0,2,0,0,7,0,0,9,0,3,77.78,7.00,0.00,77.78
Mukesh Kumar,2024,9,3,0,0,6,0,0,3,0,0,9,1,2,33.33,3.00,0.00,33.33
Mustafizur Rahman,2018,3,1,0,0,2,0,0,1,0,0,3,1,1,33.33,1.00,0.00,33.33
Mustafizur Rahman,2021,14,8,0,1,11,0,0,8,0,0,14,0,3,57.14,8.00,7.14,57.14
Mustafizur Rahman,2022,5,3,0,0,2,0,0,3,0,0,5,0,1,60.00,3.00,0.00,60.00
Mustafizur Rahman,2023,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
MV Boucher,2007/08,177,225,24,6,64,22,89,114,24,88,65,7,10,127.12,32.14,16.95,175.38
MV Boucher,2009,116,150,8,6,39,0,46,104,0,47,69,5,9,129.31,30.00,12.07,150.72
MV Boucher,2009/10,10,13,0,1,2,0,1,12,0,1,9,1,2,130.00,13.00,10.00,133.33
MV Boucher,2011,6,6,0,0,2,0,1,5,0,2,4,1,2,100.00,6.00,0.00,125.00
MW Short,2023,92,117,15,4,45,107,10,0,78,14,0,6,6,127.17,19.50,20.65,0.00
N Jagadeesan,2020/21,29,33,4,0,10,1,32,0,3,26,0,2,2,113.79,16.50,13.79,0.00
N Jagadeesan,2022,37,40,3,1,12,0,29,11,0,24,13,1,2,108.11,40.00,10.81,84.62
N Jagadeesan,2023,81,89,14,1,43,63,26,0,58,23,0,6,6,109.88,14.83,18.52,0.00
N Pooran,2019,107,168,10,14,46,16,112,40,9,62,36,6,6,157.01,28.00,22.43,111.11
N Pooran,2020/21,210,353,23,25,71,18,220,115,16,136,58,12,14,168.10,29.42,22.86,198.28
N Pooran,2021,76,85,3,5,30,0,56,29,2,51,23,10,10,111.84,8.50,10.53,126.09
N Pooran,2022,212,306,16,21,72,0,171,135,9,125,78,8,13,144.34,38.25,17.45,173.08
N Pooran,2023,207,358,26,26,68,7,176,175,3,104,100,11,15,172.95,32.55,25.12,175.00
N Pooran,2024,280,499,35,36,81,32,247,220,11,143,126,8,14,178.21,62.38,25.36,174.60
N Rana,2016,75,104,7,8,34,13,77,14,13,55,7,3,3,138.67,34.67,20.00,200.00
N Rana,2017,264,333,24,17,100,94,196,43,76,167,21,11,12,126.14,30.27,15.53,204.76
N Rana,2018,232,304,26,14,87,72,166,66,62,134,36,14,15,131.03,21.71,17.24,183.33
