bowler,season,balls_bowled,runs_conceded,wickets,dot_balls,powerplay_wickets,middle_wickets,death_wickets,death_runs_conceded,death_balls,matches,economy,bowling_average,bowling_sr,death_economy
YK Pathan,2016,36,33,1,14,0,1,0,0,0,4,5.50,33.00,36.00,0.00
YK Pathan,2017,24,41,1,8,0,1,0,0,0,4,10.25,41.00,24.00,0.00
YK Pathan,2018,12,14,1,2,0,1,0,0,0,1,7.00,14.00,12.00,0.00
YK Pathan,2019,6,8,0,1,0,0,0,0,0,1,8.00,0.00,0.00,0.00
YS Chahal,2013,24,35,0,8,0,0,0,13,6,1,8.75,0.00,0.00,13.00
YS Chahal,2014,330,389,12,115,0,11,1,24,24,14,7.07,32.42,27.50,6.00
YS Chahal,2015,281,416,24,90,3,15,6,99,60,14,8.88,17.33,11.71,9.90
YS Chahal,2016,295,409,22,100,4,14,4,71,43,13,8.32,18.59,13.41,9.91
YS Chahal,2017,261,351,14,92,2,10,2,43,24,13,8.07,25.07,18.64,10.75
YS Chahal,2018,300,374,12,120,4,6,2,63,30,14,7.48,31.17,25.00,12.60
YS Chahal,2019,296,394,18,113,2,10,6,63,48,14,7.99,21.89,16.44,7.88
YS Chahal,2020/21,343,414,22,112,1,16,5,108,66,15,7.24,18.82,15.59,9.82
YS Chahal,2021,318,381,19,123,1,13,5,44,36,15,7.19,20.05,16.74,7.33
YS Chahal,2022,408,536,29,128,0,15,14,157,108,17,7.88,18.48,14.07,8.72
YS Chahal,2023,317,434,22,95,1,9,12,112,84,14,8.21,19.73,14.41,8.00
YS Chahal,2024,348,548,19,98,0,13,6,170,84,15,9.45,28.84,18.32,12.14
Yudhvir Singh,2023,48,73,3,23,3,0,0,0,0,3,9.13,24.33,16.00,0.00
Yudhvir Singh,2024,24,52,1,5,0,0,1,36,18,2,13.00,52.00,24.00,12.00
Yuvraj Singh,2007/08,54,85,3,12,0,1,2,4,6,6,9.44,28.33,18.00,4.00
Yuvraj Singh,2009,120,142,6,48,0,6,0,12,18,9,7.10,23.67,20.00,4.00
Yuvraj Singh,2009/10,138,155,6,45,0,4,2,32,24,10,6.74,25.83,23.00,8.00
A Ashish Reddy,2012,163,238,11,55,0,3,8,124,73,9,8.76,21.64,14.82,10.19
A Ashish Reddy,2013,40,71,3,10,0,2,1,25,10,5,10.65,23.67,13.33,15.00
A Ashish Reddy,2015,36,51,4,9,0,2,2,20,18,4,8.50,12.75,9.00,6.67
A Ashish Reddy,2016,23,40,1,5,0,1,0,0,0,2,10.43,40.00,23.00,0.00
A Badoni,2022,12,12,2,3,0,2,0,0,0,2,6.00,6.00,6.00,0.00
A Badoni,2023,1,0,0,1,0,0,0,0,0,1,0.00,0.00,0.00,0.00
A Badoni,2024,12,25,0,1,0,0,0,6,6,2,12.50,0.00,0.00,6.00
A Chandila,2012,84,87,5,39,4,1,0,0,0,4,6.21,17.40,16.80,0.00
A Chandila,2013,150,158,6,64,6,0,0,6,6,8,6.32,26.33,25.00,6.00
A Choudhary,2017,101,144,5,42,3,1,1,40,24,5,8.55,28.80,20.20,10.00
A Dananjaya,2018,24,47,0,6,0,0,0,0,0,1,11.75,0.00,0.00,0.00
A Flintoff,2009,66,106,2,20,0,1,1,59,24,3,9.64,53.00,33.00,14.75
A Kamboj,2024,60,115,2,19,1,1,0,0,0,3,11.50,57.50,30.00,0.00
A Kumble,2007/08,230,314,8,85,0,7,1,56,26,10,8.19,39.25,28.75,12.92
A Kumble,2009,355,353,22,138,2,11,9,79,67,16,5.97,16.05,16.14,7.07
A Kumble,2009/10,380,422,19,151,1,10,8,82,74,16,6.66,22.21,20.00,6.65
A Mishra,2007/08,119,140,11,42,1,6,4,20,18,6,7.06,12.73,10.82,6.67
A Mishra,2009,253,300,14,98,0,11,3,39,18,11,7.11,21.43,18.07,13.00
A Mishra,2009/10,318,371,20,131,5,11,4,75,48,14,7.00,18.55,15.90,9.38
A Mishra,2011,320,369,19,130,0,11,8,126,92,14,6.92,19.42,16.84,8.22
A Mishra,2012,282,381,13,89,0,12,1,66,42,14,8.11,29.31,21.69,9.43
A Mishra,2013,372,395,24,151,0,14,10,123,84,17,6.37,16.46,15.50,8.79
A Mishra,2014,225,342,8,66,0,5,3,87,39,10,9.12,42.75,28.13,13.38
A Mishra,2015,241,312,9,75,0,7,2,97,55,12,7.77,34.67,26.78,10.58
A Mishra,2016,276,350,14,93,0,13,1,63,36,14,7.61,25.00,19.71,10.50
A Mishra,2017,233,345,10,78,0,8,2,11,11,14,8.88,34.50,23.30,6.00
A Mishra,2018,222,265,13,73,0,11,2,35,24,10,7.16,20.38,17.08,8.75
A Mishra,2019,240,271,11,82,0,10,1,33,18,11,6.78,24.64,21.82,11.00
A Mishra,2020/21,60,72,3,17,0,3,0,0,0,3,7.20,24.00,20.00,0.00
A Mishra,2021,84,109,6,25,0,5,1,16,12,4,7.79,18.17,14.00,8.00
A Mishra,2023,114,151,7,30,0,4,3,40,24,7,7.95,21.57,16.29,10.00
A Mishra,2024,12,20,1,5,0,1,0,0,0,1,10.00,20.00,12.00,0.00
A Mithun,2009,24,42,0,7,0,0,0,14,6,1,10.50,0.00,0.00,14.00
A Mithun,2009/10,18,39,1,2,1,0,0,19,6,1,13.00,39.00,18.00,19.00
A Mithun,2011,204,325,6,67,0,2,4,91,54,12,9.56,54.17,34.00,10.11
A Mithun,2012,18,34,0,5,0,0,0,16,6,1,11.33,0.00,0.00,16.00
A Mithun,2013,24,37,1,9,0,0,1,15,6,1,9.25,37.00,24.00,15.00
A Nehra,2007/08,269,357,14,120,6,3,5,98,59,14,7.96,25.50,19.21,9.97
A Nehra,2009,306,354,22,139,9,0,13,135,108,13,6.94,16.09,13.91,7.50
A Nehra,2009/10,84,102,6,37,3,0,3,43,30,4,7.29,17.00,14.00,8.60
A Nehra,2012,288,411,12,99,1,4,7,143,84,13,8.56,34.25,24.00,10.21
A Nehra,2013,216,319,13,84,4,2,7,136,72,10,8.86,24.54,16.62,11.33
A Nehra,2014,90,143,8,30,2,0,6,57,36,4,9.53,17.88,11.25,9.50
A Nehra,2015,372,453,25,170,12,2,11,110,84,16,7.31,18.12,14.88,7.86
A Nehra,2016,156,200,11,72,5,2,4,26,18,8,7.69,18.18,14.18,8.67
A Nehra,2017,127,198,10,47,3,0,7,46,36,6,9.35,19.80,12.70,7.67
A Nel,2007/08,18,31,1,7,1,0,0,8,6,1,10.33,31.00,18.00,8.00
A Nortje,2020/21,366,529,23,149,6,6,11,214,142,16,8.67,23.00,15.91,9.04
A Nortje,2021,182,198,12,79,6,2,4,78,68,8,6.53,16.50,15.17,6.88
A Nortje,2022,134,219,9,47,3,1,5,70,44,6,9.81,24.33,14.89,9.55
A Nortje,2023,240,370,11,90,5,0,6,188,114,10,9.25,33.64,21.82,9.89
A Nortje,2024,132,298,7,36,2,2,3,161,54,6,13.55,42.57,18.86,17.89
A Singh,2009,105,100,9,56,5,0,4,41,33,5,5.71,11.11,11.67,7.45
A Singh,2011,171,222,10,75,3,1,6,59,45,9,7.79,22.20,17.10,7.87
A Singh,2012,197,317,12,58,5,0,7,172,83,9,9.65,26.42,16.42,12.43
A Symonds,2007/08,41,106,0,9,0,0,0,19,5,3,15.51,0.00,0.00,22.80
A Symonds,2009,144,162,9,65,2,5,2,19,12,8,6.75,18.00,16.00,9.50
A Symonds,2009/10,318,385,13,106,3,6,4,109,66,16,7.26,29.62,24.46,9.91
A Symonds,2011,24,41,1,10,0,1,0,0,0,3,10.25,41.00,24.00,0.00
A Uniyal,2009/10,36,67,3,8,1,0,2,27,18,2,11.17,22.33,12.00,9.00
A Zampa,2016,102,117,12,32,0,6,6,36,30,5,6.88,9.75,8.50,7.20
A Zampa,2017,119,164,7,38,0,3,4,31,17,6,8.27,23.43,17.00,10.94
A Zampa,2020/21,66,92,2,20,0,2,0,27,6,3,8.36,46.00,33.00,27.00
A Zampa,2023,132,189,9,39,3,3,3,37,24,6,8.59,21.00,14.67,9.25
AA Chavan,2011,30,31,0,17,0,0,0,0,0,2,6.20,0.00,0.00,0.00
AA Chavan,2012,164,245,7,55,3,1,3,32,14,8,8.96,35.00,23.43,13.71
AA Chavan,2013,54,63,1,28,0,1,0,0,0,3,7.00,63.00,54.00,0.00
AA Jhunjhunwala,2009/10,37,69,0,12,0,0,0,2,1,5,11.19,0.00,0.00,12.00
AA Jhunjhunwala,2011,12,22,0,1,0,0,0,0,0,2,11.00,0.00,0.00,0.00
AA Jhunjhunwala,2012,36,39,1,14,0,1,0,0,0,3,6.50,39.00,36.00,0.00
AA Kazi,2011,12,21,1,2,0,1,0,0,0,1,10.50,21.00,12.00,0.00
AA Noffke,2007/08,24,41,1,6,0,0,1,11,12,1,10.25,41.00,24.00,5.50
AB Agarkar,2007/08,156,211,8,66,2,4,2,11,12,9,8.12,26.38,19.50,5.50
AB Agarkar,2009,186,293,8,65,2,4,2,104,60,11,9.45,36.63,23.25,10.40
AB Agarkar,2009/10,132,207,4,40,2,2,0,39,24,7,9.41,51.75,33.00,9.75
AB Agarkar,2011,162,236,9,46,0,5,4,96,54,7,8.74,26.22,18.00,10.67
AB Agarkar,2012,86,134,4,20,0,3,1,25,14,4,9.35,33.50,21.50,10.71
AB Agarkar,2013,60,93,0,17,0,0,0,36,18,4,9.30,0.00,0.00,12.00
AB Dinda,2007/08,234,266,11,116,7,2,2,14,18,12,6.82,24.18,21.27,4.67
AB Dinda,2009,144,195,6,67,4,0,2,48,24,8,8.13,32.50,24.00,12.00
AB Dinda,2009/10,139,155,12,64,3,4,5,23,19,7,6.69,12.92,11.58,7.26
AB Dinda,2011,102,159,5,41,3,1,1,55,24,5,9.35,31.80,20.40,13.75
AB Dinda,2012,144,171,10,61,5,0,5,69,54,7,7.13,17.10,14.40,7.67
AB Dinda,2013,294,466,18,105,4,3,11,273,138,13,9.51,25.89,16.33,11.87
AB Dinda,2014,186,271,5,64,3,1,1,114,54,9,8.74,54.20,37.20,12.67
AB Dinda,2015,30,63,0,4,0,0,0,0,0,2,12.60,0.00,0.00,0.00
AB Dinda,2016,183,236,13,84,6,0,7,102,57,9,7.74,18.15,14.08,10.74
AB Dinda,2017,60,121,2,21,1,0,1,69,24,3,12.10,60.50,30.00,17.25
AB McDonald,2009,18,22,0,2,0,0,0,0,0,1,7.33,0.00,0.00,0.00
AB McDonald,2009/10,84,138,8,21,2,3,3,50,24,4,9.86,17.25,10.50,12.50
AB McDonald,2011,12,23,0,5,0,0,0,0,0,1,11.50,0.00,0.00,0.00
AB McDonald,2012,60,63,5,18,1,3,1,1,6,3,6.30,12.60,12.00,1.00
AB McDonald,2013,12,17,1,4,0,1,0,0,0,1,8.50,17.00,12.00,0.00
Abdul Samad,2020/21,42,96,1,9,0,1,0,20,6,3,13.71,96.00,42.00,20.00
Abdul Samad,2021,6,9,1,1,0,1,0,0,0,1,9.00,9.00,6.00,0.00
Abdul Samad,2022,6,8,0,1,0,0,0,0,0,1,8.00,0.00,0.00,0.00
Abdur Razzak,2007/08,12,29,0,5,0,0,0,0,0,1,14.50,0.00,0.00,0.00
Abhishek Sharma,2019,12,21,1,1,0,1,0,0,0,2,10.50,21.00,12.00,0.00
Abhishek Sharma,2020/21,60,92,2,10,0,2,0,11,6,6,9.20,46.00,30.00,11.00
Abhishek Sharma,2021,60,66,4,23,0,4,0,0,0,6,6.60,16.50,15.00,0.00
Abhishek Sharma,2022,24,39,0,3,0,0,0,0,0,3,9.75,0.00,0.00,0.00
Abhishek Sharma,2023,72,127,2,21,0,1,1,31,6,5,10.58,63.50,36.00,31.00
Abhishek Sharma,2024,42,51,2,12,0,2,0,11,6,4,7.29,25.50,21.00,11.00
AC Gilchrist,2013,1,0,1,1,0,0,1,0,1,1,0.00,0.00,1.00,0.00
AC Thomas,2011,231,300,11,96,6,3,2,143,81,11,7.79,27.27,21.00,10.59
AC Thomas,2012,84,116,5,30,2,0,3,50,30,4,8.29,23.20,16.80,10.00
AC Voges,2009/10,54,76,1,15,0,1,0,5,6,7,8.44,76.00,54.00,5.00
AD Mascarenhas,2007/08,24,31,2,8,0,2,0,0,0,1,7.75,15.50,12.00,0.00
AD Mascarenhas,2009,116,133,6,58,6,0,0,3,2,5,6.88,22.17,19.33,9.00
AD Mascarenhas,2009/10,48,66,4,16,2,2,0,0,0,2,8.25,16.50,12.00,0.00
AD Mascarenhas,2012,96,110,7,35,4,1,2,39,24,4,6.88,15.71,13.71,9.75
AD Mascarenhas,2013,24,25,0,7,0,0,0,0,0,1,6.25,0.00,0.00,0.00
AD Mathews,2009,14,32,0,2,0,0,0,7,2,1,13.71,0.00,0.00,21.00
AD Mathews,2009/10,225,317,8,58,1,4,3,47,39,12,8.45,39.63,28.13,7.23
AD Mathews,2012,156,195,7,50,0,5,2,32,24,9,7.50,27.86,22.29,8.00
AD Mathews,2013,186,245,6,50,1,1,4,68,48,10,7.90,40.83,31.00,8.50
AD Mathews,2015,180,249,7,61,4,2,1,46,30,10,8.30,35.57,25.71,9.20
AD Mathews,2017,30,57,0,3,0,0,0,25,12,2,11.40,0.00,0.00,12.50
AD Russell,2012,96,162,1,28,0,1,0,40,18,4,10.13,162.00,96.00,13.33
AD Russell,2013,42,68,0,10,0,0,0,18,12,3,9.71,0.00,0.00,9.00
AD Russell,2014,30,54,2,6,0,2,0,26,12,2,10.80,27.00,15.00,13.00
AD Russell,2015,244,332,14,94,1,7,6,88,60,13,8.16,23.71,17.43,8.80
AD Russell,2016,219,301,19,90,8,2,9,109,51,12,8.25,15.84,11.53,12.82
AD Russell,2018,227,360,13,74,4,6,3,84,48,15,9.52,27.69,17.46,10.50
AD Russell,2019,181,288,11,60,2,5,4,70,43,12,9.55,26.18,16.45,9.77
AD Russell,2020/21,108,178,7,36,0,1,6,113,60,7,9.89,25.43,15.43,11.30
AD Russell,2021,114,189,11,38,0,3,8,111,60,8,9.95,17.18,10.36,11.10
AD Russell,2022,169,282,21,57,3,7,11,141,73,13,10.01,13.43,8.05,11.59
AD Russell,2023,91,173,7,31,4,1,2,61,31,9,11.41,24.71,13.00,11.81
AD Russell,2024,176,304,19,60,0,12,7,92,56,14,10.36,16.00,9.26,9.86
AF Milne,2016,24,44,1,7,0,1,0,12,6,1,11.00,44.00,24.00,12.00
AF Milne,2017,84,141,4,25,0,0,4,38,30,4,10.07,35.25,21.00,7.60
AF Milne,2021,84,135,4,28,3,0,1,34,18,4,9.64,33.75,21.00,11.33
AF Milne,2022,15,19,0,9,0,0,0,7,3,1,7.60,0.00,0.00,14.00
AG Murtaza,2009/10,72,93,4,23,1,3,0,22,12,3,7.75,23.25,18.00,11.00
AG Murtaza,2011,120,122,5,56,1,4,0,32,12,5,6.10,24.40,24.00,16.00
AG Murtaza,2012,12,11,0,5,0,0,0,0,0,1,5.50,0.00,0.00,0.00
AG Murtaza,2013,60,96,3,17,1,2,0,0,0,3,9.60,32.00,20.00,0.00
AJ Finch,2009/10,7,5,0,3,0,0,0,1,1,1,4.29,0.00,0.00,6.00
AJ Finch,2011,12,13,0,5,0,0,0,5,6,1,6.50,0.00,0.00,5.00
AJ Finch,2013,24,49,1,5,0,1,0,0,0,3,12.25,49.00,24.00,0.00
AJ Hosein,2023,24,41,1,5,0,1,0,0,0,1,10.25,41.00,24.00,0.00
AJ Tye,2017,126,146,12,44,3,3,6,78,60,6,6.95,12.17,10.50,7.80
AJ Tye,2018,336,459,28,108,7,5,16,201,138,14,8.20,16.39,12.00,8.74
AJ Tye,2019,132,233,3,30,1,0,2,102,54,6,10.59,77.67,44.00,11.33
AJ Tye,2020/21,25,54,2,5,1,0,1,35,13,1,12.96,27.00,12.50,16.15
AJ Tye,2022,66,113,3,21,1,0,2,47,24,3,10.27,37.67,22.00,11.75
AK Markram,2021,24,23,0,9,0,0,0,0,0,2,5.75,0.00,0.00,0.00
AK Markram,2022,36,64,1,8,0,1,0,0,0,4,10.67,64.00,36.00,0.00
AK Markram,2023,49,71,1,11,0,1,0,1,1,6,8.69,71.00,49.00,6.00
AK Markram,2024,12,15,0,4,0,0,0,0,0,2,7.50,0.00,0.00,0.00
Akash Deep,2022,113,206,6,39,2,3,1,57,17,5,10.94,34.33,18.83,20.12
Akash Deep,2023,30,63,1,10,1,0,0,12,6,2,12.60,63.00,30.00,12.00
Akash Deep,2024,21,55,1,6,0,1,0,11,3,1,15.71,55.00,21.00,22.00
Akash Madhwal,2023,153,222,16,50,3,6,7,95,69,8,8.71,13.88,9.56,8.26
Akash Madhwal,2024,109,209,6,33,2,3,1,83,25,5,11.50,34.83,18.17,19.92
Akash Singh,2021,24,39,0,7,0,0,0,17,6,1,9.75,0.00,0.00,17.00
Akash Singh,2023,114,188,5,46,3,1,1,10,6,6,9.89,37.60,22.80,10.00
AL Menaria,2011,90,121,2,30,1,1,0,38,18,9,8.07,60.50,45.00,12.67
AL Menaria,2012,20,23,1,10,0,1,0,10,2,3,6.90,23.00,20.00,30.00
AM Nayar,2007/08,42,69,1,14,0,1,0,0,0,5,9.86,69.00,42.00,0.00
AM Nayar,2009,72,84,4,27,0,3,1,9,6,4,7.00,21.00,18.00,9.00
AM Nayar,2011,61,95,2,15,0,2,0,0,0,6,9.34,47.50,30.50,0.00
AM Nayar,2012,6,16,0,0,0,0,0,0,0,1,16.00,0.00,0.00,0.00
AM Nayar,2013,48,59,2,13,0,2,0,0,0,3,7.38,29.50,24.00,0.00
AM Rahane,2009,6,5,1,2,0,1,0,0,0,1,5.00,5.00,6.00,0.00
AM Salvi,2009,102,138,4,40,0,4,0,17,12,5,8.12,34.50,25.50,8.50
AM Salvi,2011,48,67,3,17,1,0,2,29,18,2,8.38,22.33,16.00,9.67
Aman Hakim Khan,2022,6,13,0,1,0,0,0,0,0,1,13.00,0.00,0.00,0.00
AN Ahmed,2009/10,12,26,0,3,0,0,0,0,0,1,13.00,0.00,0.00,0.00
AN Ahmed,2011,120,178,7,40,3,0,4,33,24,6,8.90,25.43,17.14,8.25
AN Ahmed,2012,12,17,0,5,0,0,0,0,0,1,8.50,0.00,0.00,0.00
AN Ahmed,2013,42,45,3,21,0,1,2,5,6,2,6.43,15.00,14.00,5.00
AN Ahmed,2014,86,120,3,25,0,1,2,67,38,4,8.37,40.00,28.67,10.58
AN Ahmed,2015,72,129,2,26,0,1,1,72,24,3,10.75,64.50,36.00,18.00
Anand Rajan,2011,30,50,5,15,0,0,5,34,18,2,10.00,10.00,6.00,11.33
Anand Rajan,2012,71,113,3,18,0,2,1,33,11,4,9.55,37.67,23.67,18.00
Anand Rajan,2013,48,43,2,24,0,1,1,13,12,2,5.38,21.50,24.00,6.50
Ankit Sharma,2012,145,167,4,62,3,1,0,26,13,9,6.91,41.75,36.25,12.00
Ankit Sharma,2013,12,17,0,5,0,0,0,0,0,1,8.50,0.00,0.00,0.00
Ankit Sharma,2014,48,44,4,22,2,2,0,0,0,2,5.50,11.00,12.00,0.00
Ankit Sharma,2015,84,114,3,29,1,2,0,6,6,4,8.14,38.00,28.00,6.00
Ankit Sharma,2016,66,84,1,17,0,1,0,17,6,3,7.64,84.00,66.00,17.00
Ankit Sharma,2017,6,16,0,1,0,0,0,0,0,1,16.00,0.00,0.00,0.00
Ankit Sharma,2018,6,11,0,1,0,0,0,0,0,1,11.00,0.00,0.00,0.00
Ankit Soni,2017,109,145,4,37,1,3,0,4,1,6,7.98,36.25,27.25,24.00
Anureet Singh,2009,30,47,2,16,1,0,1,24,12,2,9.40,23.50,15.00,12.00
Anureet Singh,2015,310,477,16,105,6,1,9,219,118,14,9.23,29.81,19.38,11.14
Anureet Singh,2016,36,44,1,12,0,1,0,0,0,2,7.33,44.00,36.00,0.00
Anureet Singh,2017,12,26,0,2,0,0,0,0,0,1,13.00,0.00,0.00,0.00
Anureet Singh,2018,24,42,2,4,0,2,0,0,0,3,10.50,21.00,12.00,0.00
AP Dole,2009/10,66,114,5,20,2,2,1,22,12,3,10.36,22.80,13.20,11.00
AR Patel,2014,396,424,19,157,0,12,7,114,90,17,6.42,22.32,20.84,7.60
AR Patel,2015,280,399,14,83,1,8,5,122,71,14,8.55,28.50,20.00,10.31
AR Patel,2016,287,395,13,91,0,12,1,63,35,14,8.26,30.38,22.08,10.80
AR Patel,2017,288,366,15,82,2,10,3,35,24,14,7.63,24.40,19.20,8.75
AR Patel,2018,156,221,3,38,2,1,0,18,12,8,8.50,73.67,52.00,9.00
AR Patel,2019,306,368,12,109,1,9,2,58,36,14,7.22,30.67,25.50,9.67
AR Patel,2020/21,306,329,11,98,4,7,0,12,12,15,6.45,29.91,27.82,6.00
AR Patel,2021,282,315,16,99,2,10,4,38,30,12,6.70,19.69,17.63,7.60
AR Patel,2022,258,323,6,85,2,4,0,31,18,13,7.51,53.83,43.00,10.33
AR Patel,2023,282,344,11,102,2,9,0,17,6,13,7.32,31.27,25.64,17.00
AR Patel,2024,264,340,11,77,2,9,0,16,18,14,7.73,30.91,24.00,5.33
Arjun Tendulkar,2023,59,95,4,23,1,1,2,36,11,4,9.66,23.75,14.75,19.64
Arjun Tendulkar,2024,14,22,0,7,0,0,0,0,0,1,9.43,0.00,0.00,0.00
Arshad Khan,2023,85,192,5,25,1,2,2,70,25,6,13.55,38.40,17.00,16.80
Arshad Khan,2024,49,90,1,19,1,0,0,24,7,3,11.02,90.00,49.00,20.57
Arshad Khan (2),2024,12,25,0,4,0,0,0,0,0,1,12.50,0.00,0.00,0.00
Arshdeep Singh,2019,60,117,3,15,1,0,2,24,12,3,11.70,39.00,20.00,12.00
Arshdeep Singh,2020/21,149,219,11,55,4,0,7,77,47,8,8.82,19.91,13.55,9.83
Arshdeep Singh,2021,248,348,20,82,8,2,10,146,92,12,8.42,17.40,12.40,9.52
Arshdeep Singh,2022,300,402,12,102,3,5,4,180,132,14,8.04,33.50,25.00,8.18
Arshdeep Singh,2023,305,497,18,110,6,3,9,161,101,14,9.78,27.61,16.94,9.56
Arshdeep Singh,2024,302,514,20,108,7,2,11,200,98,14,10.21,25.70,15.10,12.24
AS Joseph,2019,52,89,6,23,1,1,4,10,10,3,10.27,14.83,8.67,6.00
AS Joseph,2022,180,269,8,67,1,2,5,79,54,9,8.97,33.63,22.50,8.78
AS Joseph,2023,144,226,7,56,0,3,4,71,42,7,9.42,32.29,20.57,10.14
AS Joseph,2024,58,123,1,16,0,1,0,55,22,3,12.72,123.00,58.00,15.00
AS Rajpoot,2013,24,37,1,8,1,0,0,0,0,2,9.25,37.00,24.00,0.00
AS Rajpoot,2016,66,101,3,18,1,1,1,21,12,4,9.18,33.67,22.00,10.50
AS Rajpoot,2017,84,113,4,27,0,3,1,38,18,5,8.07,28.25,21.00,12.67
AS Rajpoot,2018,157,230,11,76,7,1,3,47,24,8,8.79,20.91,14.27,11.75
AS Rajpoot,2019,96,157,3,32,0,0,3,29,18,4,9.81,52.33,32.00,9.67
AS Rajpoot,2020/21,103,206,2,31,0,1,1,68,30,6,12.00,103.00,51.50,13.60
AS Raut,2009,24,37,0,4,0,0,0,13,12,4,9.25,0.00,0.00,6.50
AS Raut,2011,6,8,0,2,0,0,0,0,0,1,8.00,0.00,0.00,0.00
AS Roy,2019,12,11,1,4,0,1,0,0,0,1,5.50,11.00,12.00,0.00
AS Roy,2022,42,55,1,11,0,1,0,0,0,2,7.86,55.00,42.00,0.00
AS Roy,2023,48,65,3,20,0,2,1,6,6,3,8.13,21.67,16.00,6.00
AS Roy,2024,34,60,1,13,1,0,0,6,4,3,10.59,60.00,34.00,9.00
Atharva Taide,2024,1,4,0,0,0,0,0,4,1,1,24.00,0.00,0.00,24.00
AU Rashid,2021,18,35,0,6,0,0,0,0,0,1,11.67,0.00,0.00,0.00
AU Rashid,2023,42,56,2,14,0,2,0,10,6,2,8.00,28.00,21.00,10.00
AUK Pathan,2011,33,49,0,7,0,0,0,14,9,2,8.91,0.00,0.00,9.33
AUK Pathan,2012,6,14,0,2,0,0,0,14,6,1,14.00,0.00,0.00,14.00
Avesh Khan,2017,24,24,1,11,1,0,0,14,6,1,6.00,24.00,24.00,14.00
Avesh Khan,2018,114,205,4,43,2,1,1,23,18,6,10.79,51.25,28.50,7.67
Avesh Khan,2019,18,30,0,7,0,0,0,0,0,1,10.00,0.00,0.00,0.00
Avesh Khan,2020/21,24,42,0,7,0,0,0,10,6,1,10.50,0.00,0.00,10.00
Avesh Khan,2021,366,466,27,146,6,6,15,244,162,16,7.64,17.26,13.56,9.04
Avesh Khan,2022,286,423,19,122,7,6,6,192,106,13,8.87,22.26,15.05,10.87
Avesh Khan,2023,174,287,8,58,0,1,7,117,72,9,9.90,35.88,21.75,9.75
Avesh Khan,2024,329,533,22,97,5,6,11,201,131,15,9.72,24.23,14.95,9.21
Azhar Mahmood,2012,256,331,14,95,2,5,7,159,100,11,7.76,23.64,18.29,9.54
Azhar Mahmood,2013,263,335,16,99,4,1,11,162,101,11,7.64,20.94,16.44,9.62
Azhar Mahmood,2015,18,41,1,5,0,1,0,18,6,1,13.67,41.00,18.00,18.00
Azmatullah Omarzai,2024,126,194,4,52,3,1,0,16,6,7,9.24,48.50,31.50,16.00
B Akhil,2007/08,104,138,3,34,0,2,1,39,20,6,7.96,46.00,34.67,11.70
B Akhil,2009,66,80,4,19,0,3,1,36,24,5,7.27,20.00,16.50,9.00
B Akhil,2009/10,6,6,0,3,0,0,0,0,0,1,6.00,0.00,0.00,0.00
B Akhil,2011,12,22,0,4,0,0,0,18,6,1,11.00,0.00,0.00,18.00
B Chipli,2011,6,20,0,1,0,0,0,0,0,1,20.00,0.00,0.00,0.00
B Geeves,2007/08,48,91,2,15,1,1,0,10,6,2,11.38,45.50,24.00,10.00
B Kumar,2011,66,68,3,28,0,3,0,0,0,4,6.18,22.67,22.00,0.00
B Kumar,2012,234,293,9,86,4,2,3,68,54,11,7.51,32.56,26.00,7.56
B Kumar,2013,342,381,13,167,8,0,5,141,102,16,6.68,29.31,26.31,8.29
B Kumar,2014,319,362,21,152,8,1,12,146,107,14,6.81,17.24,15.19,8.19
B Kumar,2015,310,419,19,126,6,1,12,188,119,14,8.11,22.05,16.32,9.48
B Kumar,2016,396,503,24,156,10,0,14,259,162,17,7.62,20.96,16.50,9.59
B Kumar,2017,314,384,28,117,7,2,19,204,146,14,7.34,13.71,11.21,8.38
B Kumar,2018,277,357,10,121,4,0,6,155,91,12,7.73,35.70,27.70,10.22
B Kumar,2019,354,466,14,163,4,1,9,234,144,15,7.90,33.29,25.29,9.75
B Kumar,2020/21,85,100,5,39,2,0,3,51,31,4,7.06,20.00,17.00,9.87
B Kumar,2021,252,337,6,101,4,0,2,162,90,11,8.02,56.17,42.00,10.80
B Kumar,2022,313,394,13,129,3,0,10,192,127,14,7.55,30.31,24.08,9.07
B Kumar,2023,306,432,19,121,7,0,12,176,114,14,8.47,22.74,16.11,9.26
B Kumar,2024,342,555,11,126,10,0,1,150,66,16,9.74,50.45,31.09,13.64
B Laughlin,2013,42,72,1,9,0,1,0,45,18,2,10.29,72.00,42.00,15.00
B Laughlin,2018,126,212,9,33,3,1,5,95,53,7,10.10,23.56,14.00,10.75
B Lee,2007/08,96,118,5,44,5,0,0,39,24,4,7.38,23.60,19.20,9.75
B Lee,2009,120,113,6,69,2,1,3,31,42,5,5.65,18.83,20.00,4.43
B Lee,2009/10,87,154,0,20,0,0,0,73,33,4,10.62,0.00,0.00,13.27
B Lee,2011,272,349,8,108,1,1,6,158,110,12,7.70,43.63,34.00,8.62
B Lee,2012,228,303,7,99,2,2,3,121,78,10,7.97,43.29,32.57,9.31
B Lee,2013,72,89,4,34,2,0,2,43,24,3,7.42,22.25,18.00,10.75
B Stanlake,2017,48,70,2,17,1,1,0,0,0,2,8.75,35.00,24.00,0.00
B Stanlake,2018,96,130,5,47,1,4,0,11,6,4,8.13,26.00,19.20,11.00
