bowler,season,balls_bowled,runs_conceded,wickets,dot_balls,powerplay_wickets,middle_wickets,death_wickets,death_runs_conceded,death_balls,matches,economy,bowling_average,bowling_sr,death_economy
Harpreet Brar,2022,96,148,4,36,0,4,0,11,6,5,9.25,37.00,24.00,11.00
Harpreet Brar,2023,163,219,9,57,0,7,2,51,25,11,8.06,24.33,18.11,12.24
Harpreet Brar,2024,228,309,7,69,0,6,1,17,12,13,8.13,44.14,32.57,8.50
Harshit Rana,2022,30,52,1,11,1,0,0,0,0,2,10.40,52.00,30.00,0.00
Harshit Rana,2023,102,153,6,44,5,1,0,21,6,6,9.00,25.50,17.00,21.00
Harshit Rana,2024,253,385,20,93,4,8,8,130,85,11,9.13,19.25,12.65,9.18
HF Gurney,2019,162,239,7,50,2,1,4,111,54,8,8.85,34.14,23.14,12.33
HH Pandya,2015,102,178,1,29,0,0,1,62,24,8,10.47,178.00,102.00,15.50
HH Pandya,2016,100,155,3,29,0,2,1,38,24,10,9.30,51.67,33.33,9.50
HH Pandya,2017,156,219,6,45,0,3,3,55,42,13,8.42,36.50,26.00,7.86
HH Pandya,2018,256,391,19,94,4,7,8,95,52,13,9.16,20.58,13.47,10.96
HH Pandya,2019,255,397,16,90,1,8,7,143,63,16,9.34,24.81,15.94,13.62
HH Pandya,2022,183,226,8,72,2,4,2,46,27,10,7.41,28.25,22.88,10.22
HH Pandya,2023,150,241,4,59,4,0,0,0,0,11,9.64,60.25,37.50,0.00
HH Pandya,2024,216,389,13,63,2,3,8,74,36,12,10.81,29.92,16.62,12.33
HR Shokeen,2022,90,130,2,41,1,0,1,24,6,5,8.67,65.00,45.00,24.00
HR Shokeen,2023,114,190,3,37,1,2,0,0,0,8,10.00,63.33,38.00,0.00
HV Patel,2012,246,352,9,78,0,7,2,65,36,11,8.59,39.11,27.33,10.83
HV Patel,2014,66,118,4,22,2,0,2,56,24,3,10.73,29.50,16.50,14.00
HV Patel,2015,263,339,19,103,5,8,6,72,47,14,7.73,17.84,13.84,9.19
HV Patel,2016,84,147,2,28,1,0,1,58,30,5,10.50,73.50,42.00,11.60
HV Patel,2017,24,43,3,8,0,2,1,14,6,1,10.75,14.33,8.00,14.00
HV Patel,2018,105,169,7,34,1,3,3,40,27,5,9.66,24.14,15.00,8.89
HV Patel,2019,48,77,3,15,1,2,0,27,12,2,9.63,25.67,16.00,13.50
HV Patel,2020/21,90,135,3,22,0,2,1,25,18,5,9.00,45.00,30.00,8.33
HV Patel,2021,338,461,35,120,1,10,24,243,158,15,8.18,13.17,9.66,9.23
HV Patel,2022,321,421,21,123,0,10,11,220,141,15,7.87,20.05,15.29,9.36
HV Patel,2023,283,468,15,77,0,4,11,237,126,13,9.92,31.20,18.87,11.29
HV Patel,2024,294,485,30,80,1,7,22,225,126,14,9.90,16.17,9.80,10.71
I Malhotra,2011,6,23,0,0,0,0,0,0,0,1,23.00,0.00,0.00,0.00
I Sharma,2007/08,253,348,7,110,7,0,0,134,76,13,8.25,49.71,36.14,10.58
I Sharma,2009,258,303,11,130,3,4,4,90,54,11,7.05,27.55,23.45,10.00
I Sharma,2009/10,150,242,7,54,2,2,3,91,48,7,9.68,34.57,21.43,11.38
I Sharma,2011,264,324,11,121,11,0,0,111,60,12,7.36,29.45,24.00,11.10
I Sharma,2013,358,471,16,160,9,2,5,83,46,16,7.89,29.44,22.38,10.83
I Sharma,2014,66,101,3,26,0,2,1,4,6,3,9.18,33.67,22.00,4.00
I Sharma,2015,84,161,1,30,1,0,0,50,24,4,11.50,161.00,84.00,12.50
I Sharma,2016,90,151,3,37,2,1,0,48,18,4,10.07,50.33,30.00,16.00
I Sharma,2017,108,190,0,32,0,0,0,20,6,6,10.56,0.00,0.00,20.00
I Sharma,2019,276,364,14,113,9,1,4,73,42,13,7.91,26.00,19.71,10.43
I Sharma,2020/21,18,26,0,4,0,0,0,0,0,1,8.67,0.00,0.00,0.00
I Sharma,2021,72,98,1,25,1,0,0,25,12,3,8.17,98.00,72.00,12.50
I Sharma,2023,150,210,10,65,6,2,2,49,24,8,8.40,21.00,15.00,12.25
I Sharma,2024,162,266,12,62,9,1,2,47,24,9,9.85,22.17,13.50,11.75
I Udana,2020/21,174,286,8,45,2,3,3,95,60,10,9.86,35.75,21.75,9.50
IC Pandey,2013,24,50,1,7,1,0,0,0,0,2,12.50,50.00,24.00,0.00
IC Pandey,2014,252,331,7,112,3,3,1,42,24,12,7.88,47.29,36.00,10.50
IC Pandey,2015,186,228,11,93,8,2,1,25,12,10,7.35,20.73,16.91,12.50
IC Porel,2021,24,42,1,7,0,1,0,0,0,1,10.50,42.00,24.00,0.00
IK Pathan,2007/08,318,361,20,150,7,6,7,95,78,14,6.81,18.05,15.90,7.31
IK Pathan,2009,302,398,20,121,7,0,13,195,134,14,7.91,19.90,15.10,8.73
IK Pathan,2009/10,278,435,17,98,3,4,10,170,86,14,9.39,25.59,16.35,11.86
IK Pathan,2011,275,353,13,124,7,4,2,99,59,13,7.70,27.15,21.15,10.07
IK Pathan,2012,360,477,10,145,4,5,1,65,36,17,7.95,47.70,36.00,10.83
IK Pathan,2013,308,391,11,134,4,6,1,63,32,15,7.62,35.55,28.00,11.81
IK Pathan,2014,142,209,6,41,0,1,5,63,52,10,8.83,34.83,23.67,7.27
IK Pathan,2016,48,61,0,18,0,0,0,16,6,3,7.63,0.00,0.00,16.00
IK Pathan,2017,12,26,2,4,0,0,2,10,6,1,13.00,13.00,6.00,10.00
Imran Tahir,2014,125,176,11,38,0,5,6,41,36,6,8.45,16.00,11.36,6.83
Imran Tahir,2015,213,315,15,64,0,2,13,157,93,10,8.87,21.00,14.20,10.13
Imran Tahir,2016,96,141,5,25,0,2,3,47,30,4,8.81,28.20,19.20,9.40
Imran Tahir,2017,282,370,19,94,3,14,2,97,60,12,7.87,19.47,14.84,9.70
Imran Tahir,2018,124,193,6,38,0,6,0,17,16,6,9.34,32.17,20.67,6.38
Imran Tahir,2019,386,440,26,146,0,24,2,122,80,17,6.84,16.92,14.85,9.15
Imran Tahir,2020/21,66,78,1,18,0,1,0,12,6,3,7.09,78.00,66.00,12.00
Imran Tahir,2021,24,16,3,14,0,3,0,0,0,1,4.00,5.33,8.00,0.00
Iqbal Abdulla,2007/08,18,22,1,6,0,1,0,0,0,1,7.33,22.00,18.00,0.00
Iqbal Abdulla,2009/10,51,62,2,18,0,0,2,11,12,3,7.29,31.00,25.50,5.50
Iqbal Abdulla,2011,300,313,18,131,9,8,1,56,42,15,6.26,17.39,16.67,8.00
Iqbal Abdulla,2012,132,147,4,46,2,2,0,8,6,8,6.68,36.75,33.00,8.00
Iqbal Abdulla,2013,113,142,7,41,1,5,1,18,11,5,7.54,20.29,16.14,9.82
Iqbal Abdulla,2014,12,18,0,2,0,0,0,0,0,1,9.00,0.00,0.00,0.00
Iqbal Abdulla,2015,114,150,4,46,0,2,2,31,24,5,7.89,37.50,28.50,7.75
Iqbal Abdulla,2016,150,216,7,35,3,3,1,50,24,8,8.64,30.86,21.43,12.50
Iqbal Abdulla,2017,30,55,2,6,0,2,0,0,0,2,11.00,27.50,15.00,0.00
IS Sodhi,2018,138,137,5,49,0,5,0,2,6,6,5.96,27.40,27.60,2.00
IS Sodhi,2019,43,67,4,15,2,2,0,6,1,2,9.35,16.75,10.75,36.00
J Botha,2009,72,76,5,30,0,3,2,36,24,3,6.33,15.20,14.40,9.00
J Botha,2011,216,242,7,81,3,1,3,32,30,10,6.72,34.57,30.86,6.40
J Botha,2012,246,304,9,87,0,6,3,42,36,11,7.41,33.78,27.33,7.00
J Botha,2013,100,114,5,37,1,4,0,3,4,6,6.84,22.80,20.00,4.50
J Botha,2015,60,82,1,19,0,0,1,25,12,4,8.20,82.00,60.00,12.50
J Little,2023,204,296,9,73,2,5,2,90,54,10,8.71,32.89,22.67,10.00
J Little,2024,24,45,4,9,1,3,0,0,0,1,11.25,11.25,6.00,0.00
J Suchith,2015,234,338,10,70,1,9,0,10,6,12,8.67,33.80,23.40,10.00
J Suchith,2016,12,31,0,0,0,0,0,0,0,1,15.50,0.00,0.00,0.00
J Suchith,2019,24,28,2,11,1,1,0,0,0,1,7.00,14.00,12.00,0.00
J Suchith,2021,42,66,1,11,0,1,0,0,0,2,9.43,66.00,42.00,0.00
J Suchith,2022,108,141,7,48,1,5,1,17,6,5,7.83,20.14,15.43,17.00
J Syed Mohammad,2011,90,128,5,29,1,3,1,33,18,5,8.53,25.60,18.00,11.00
J Syed Mohammad,2012,42,66,1,8,0,1,0,0,0,2,9.43,66.00,42.00,0.00
J Syed Mohammad,2013,60,92,4,10,0,4,0,0,0,4,9.20,23.00,15.00,0.00
J Theron,2009/10,149,204,9,46,2,4,3,86,66,7,8.21,22.67,16.56,7.82
J Theron,2012,48,66,3,18,1,0,2,41,24,2,8.25,22.00,16.00,10.25
J Theron,2015,24,41,1,4,0,0,1,25,12,1,10.25,41.00,24.00,12.50
J Yadav,2015,42,29,2,21,0,2,0,0,0,3,4.14,14.50,21.00,0.00
J Yadav,2016,102,125,2,38,0,1,1,12,6,5,7.35,62.50,51.00,12.00
J Yadav,2017,36,43,0,13,0,0,0,0,0,2,7.17,0.00,0.00,0.00
J Yadav,2019,42,50,1,17,1,0,0,0,0,2,7.14,50.00,42.00,0.00
J Yadav,2020/21,42,43,1,13,1,0,0,7,6,2,6.14,43.00,42.00,7.00
J Yadav,2021,102,131,3,43,2,1,0,0,0,5,7.71,43.67,34.00,0.00
J Yadav,2023,24,26,0,8,0,0,0,3,6,1,6.50,0.00,0.00,3.00
JA Morkel,2007/08,288,414,20,100,2,5,13,141,90,13,8.63,20.70,14.40,9.40
JA Morkel,2009,240,330,15,99,11,1,3,72,42,12,8.25,22.00,16.00,10.29
JA Morkel,2009/10,286,410,14,97,4,3,7,103,70,14,8.60,29.29,20.43,8.83
JA Morkel,2011,270,390,16,102,6,3,7,78,42,14,8.67,24.38,16.88,11.14
JA Morkel,2012,297,392,13,118,4,4,5,54,39,15,7.92,30.15,22.85,8.31
JA Morkel,2013,144,167,8,59,3,3,2,21,18,7,6.96,20.88,18.00,7.00
JA Morkel,2014,96,127,4,40,3,1,0,0,0,6,7.94,31.75,24.00,0.00
JA Morkel,2015,72,113,3,22,0,2,1,32,18,4,9.42,37.67,24.00,10.67
JA Morkel,2016,30,66,3,9,2,0,1,11,6,2,13.20,22.00,10.00,11.00
JA Richardson,2021,66,122,3,22,0,2,1,27,12,3,11.09,40.67,22.00,13.50
JA Richardson,2024,24,40,0,8,0,0,0,12,6,1,10.00,0.00,0.00,12.00
Jalaj S Saxena,2021,18,27,0,5,0,0,0,0,0,1,9.00,0.00,0.00,0.00
Jaskaran Singh,2009,18,32,0,8,0,0,0,16,6,1,10.67,0.00,0.00,16.00
Jaskaran Singh,2009/10,84,142,6,31,2,1,3,59,24,6,10.14,23.67,14.00,14.75
JC Archer,2018,233,329,15,93,4,4,7,147,101,10,8.47,21.93,15.53,8.73
JC Archer,2019,259,306,12,113,3,2,7,177,115,11,7.09,25.50,21.58,9.23
JC Archer,2020/21,335,373,20,171,10,4,6,211,125,14,6.68,18.65,16.75,10.13
JC Archer,2023,120,202,2,43,0,1,1,70,30,5,10.10,101.00,60.00,14.00
JD Ryder,2009,102,121,5,40,0,5,0,26,12,5,7.12,24.20,20.40,13.00
JD Ryder,2011,92,119,5,29,0,3,2,30,14,7,7.76,23.80,18.40,12.86
JD Ryder,2012,42,74,1,10,0,1,0,0,0,4,10.57,74.00,42.00,0.00
JD Unadkat,2009/10,62,85,4,20,0,3,1,23,14,3,8.23,21.25,15.50,9.86
JD Unadkat,2011,108,151,6,40,2,2,2,40,24,6,8.39,25.17,18.00,10.00
JD Unadkat,2012,18,32,0,2,0,0,0,11,6,1,10.67,0.00,0.00,11.00
JD Unadkat,2013,294,373,13,102,5,3,5,67,48,13,7.61,28.69,22.62,8.38
JD Unadkat,2014,187,278,10,59,2,4,4,141,67,9,8.92,27.80,18.70,12.63
JD Unadkat,2015,18,30,0,7,0,0,0,0,0,1,10.00,0.00,0.00,0.00
JD Unadkat,2016,18,49,0,5,0,0,0,22,6,1,16.33,0.00,0.00,22.00
JD Unadkat,2017,275,330,27,119,7,2,18,158,113,12,7.20,12.22,10.19,8.39
JD Unadkat,2018,302,486,12,97,2,2,8,199,110,15,9.66,40.50,25.17,10.85
JD Unadkat,2019,224,404,11,55,3,2,6,188,86,11,10.82,36.73,20.36,13.12
JD Unadkat,2020/21,138,229,5,34,1,0,4,92,42,7,9.96,45.80,27.60,13.14
JD Unadkat,2021,132,168,4,52,3,1,0,0,0,6,7.64,42.00,33.00,0.00
JD Unadkat,2022,120,191,7,35,0,3,4,91,42,5,9.55,27.29,17.14,13.00
JD Unadkat,2023,48,92,1,15,0,0,1,44,18,3,11.50,92.00,48.00,14.67
JD Unadkat,2024,187,321,9,42,0,7,2,85,43,11,10.30,35.67,20.78,11.86
JDP Oram,2007/08,96,149,6,32,3,0,3,36,24,4,9.31,24.83,16.00,9.00
JDP Oram,2009,93,139,6,28,0,1,5,58,39,7,8.97,23.17,15.50,8.92
JDP Oram,2011,24,46,1,8,1,0,0,0,0,2,11.50,46.00,24.00,0.00
JDP Oram,2013,24,28,0,11,0,0,0,17,12,1,7.00,0.00,0.00,8.50
JDS Neesham,2014,54,96,1,14,0,1,0,0,0,4,10.67,96.00,54.00,0.00
JDS Neesham,2020/21,90,149,2,25,1,1,0,40,12,5,9.93,74.50,45.00,20.00
JDS Neesham,2021,54,68,5,19,0,5,0,0,0,3,7.56,13.60,10.80,0.00
JDS Neesham,2022,18,29,0,5,0,0,0,0,0,1,9.67,0.00,0.00,0.00
JE Root,2023,12,15,0,1,0,0,0,0,0,1,7.50,0.00,0.00,0.00
JE Taylor,2011,117,167,6,48,0,0,6,96,51,5,8.56,27.83,19.50,11.29
JEC Franklin,2011,61,99,3,14,0,0,3,33,18,6,9.74,33.00,20.33,11.00
JEC Franklin,2012,90,126,6,25,1,5,0,9,6,9,8.40,21.00,15.00,9.00
JH Kallis,2007/08,206,322,4,55,0,2,2,100,54,11,9.38,80.50,51.50,11.11
JH Kallis,2009,276,362,7,111,4,2,1,67,24,14,7.87,51.71,39.43,16.75
JH Kallis,2009/10,342,484,15,118,5,5,5,141,84,16,8.49,32.27,22.80,10.07
JH Kallis,2011,144,170,9,54,1,4,4,62,42,9,7.08,18.89,16.00,8.86
JH Kallis,2012,324,410,16,112,7,4,5,91,54,16,7.59,25.63,20.25,10.11
JH Kallis,2013,318,407,19,112,2,6,11,141,90,15,7.68,21.42,16.74,9.40
JH Kallis,2014,132,193,4,39,1,3,0,15,12,8,8.77,48.25,33.00,7.50
JJ Bumrah,2013,42,74,3,16,1,2,0,13,6,2,10.57,24.67,14.00,13.00
JJ Bumrah,2014,238,307,6,92,0,3,3,128,82,11,7.74,51.17,39.67,9.37
JJ Bumrah,2015,90,184,3,24,0,2,1,86,30,4,12.27,61.33,30.00,17.20
JJ Bumrah,2016,312,413,18,108,2,6,10,220,138,14,7.94,22.94,17.33,9.57
JJ Bumrah,2017,362,455,23,124,6,4,13,241,164,16,7.54,19.78,15.74,8.82
JJ Bumrah,2018,324,383,17,128,2,2,13,172,126,14,7.09,22.53,19.06,8.19
JJ Bumrah,2019,374,433,23,157,5,4,14,242,178,16,6.95,18.83,16.26,8.16
JJ Bumrah,2020/21,372,436,30,168,9,6,15,220,162,15,7.03,14.53,12.40,8.15
JJ Bumrah,2021,330,422,22,134,3,6,13,184,144,14,7.67,19.18,15.00,7.67
JJ Bumrah,2022,320,392,16,133,5,3,8,149,116,14,7.35,24.50,20.00,7.71
JJ Bumrah,2024,311,341,21,144,6,4,11,112,101,13,6.58,16.24,14.81,6.65
JJ van der Wath,2011,72,134,3,29,0,1,2,49,24,3,11.17,44.67,24.00,12.25
JL Pattinson,2020/21,213,321,11,77,4,3,4,60,39,10,9.04,29.18,19.36,9.23
JM Kemp,2009/10,44,58,3,15,0,3,0,1,1,5,7.91,19.33,14.67,6.00
JO Holder,2013,120,173,4,47,4,0,0,0,0,6,8.65,43.25,30.00,0.00
JO Holder,2014,18,35,1,6,1,0,0,0,0,1,11.67,35.00,18.00,0.00
JO Holder,2016,78,105,3,27,0,0,3,39,24,4,8.08,35.00,26.00,9.75
JO Holder,2020/21,168,239,15,55,3,3,9,81,54,7,8.54,15.93,11.20,9.00
JO Holder,2021,191,248,16,74,3,3,10,81,59,8,7.79,15.50,11.94,8.24
JO Holder,2022,249,399,16,72,1,7,8,164,90,12,9.61,24.94,15.56,10.93
JO Holder,2023,171,290,4,40,0,3,1,138,75,8,10.18,72.50,42.75,11.04
Joginder Sharma,2007/08,148,241,9,43,0,7,2,69,34,7,9.77,26.78,16.44,12.18
Joginder Sharma,2009,42,57,2,9,0,2,0,0,0,4,8.14,28.50,21.00,0.00
Joginder Sharma,2009/10,48,89,2,14,0,1,1,20,12,3,11.13,44.50,24.00,10.00
Joginder Sharma,2011,18,34,0,5,0,0,0,17,6,1,11.33,0.00,0.00,17.00
JP Behrendorff,2019,114,168,5,51,3,2,0,17,6,5,8.84,33.60,22.80,17.00
JP Behrendorff,2023,252,395,17,88,8,1,8,110,54,12,9.40,23.24,14.82,12.22
JP Duminy,2009,105,96,4,44,0,4,0,20,15,6,5.49,24.00,26.25,8.00
JP Duminy,2009/10,33,37,1,13,0,1,0,6,3,2,6.73,37.00,33.00,12.00
JP Duminy,2011,108,149,4,44,2,2,0,11,6,8,8.28,37.25,27.00,11.00
JP Duminy,2012,72,104,1,22,0,1,0,1,0,6,8.67,104.00,72.00,0.00
JP Duminy,2014,198,242,3,60,0,3,0,25,12,11,7.33,80.67,66.00,12.50
JP Duminy,2015,102,128,8,33,1,4,3,24,18,9,7.53,16.00,12.75,8.00
JP Duminy,2016,42,55,2,12,0,2,0,0,0,5,7.86,27.50,21.00,0.00
JP Duminy,2018,18,36,0,6,0,0,0,0,0,2,12.00,0.00,0.00,0.00
JP Faulkner,2011,12,10,1,7,1,0,0,0,0,1,5.00,10.00,12.00,0.00
JP Faulkner,2012,48,74,3,14,0,0,3,39,24,2,9.25,24.67,16.00,9.75
JP Faulkner,2013,379,436,33,161,7,5,21,207,151,16,6.90,13.21,11.48,8.23
JP Faulkner,2014,264,449,17,72,7,1,9,194,104,13,10.20,26.41,15.53,11.19
JP Faulkner,2015,270,433,9,88,1,3,5,216,102,13,9.62,48.11,30.00,12.71
JP Faulkner,2016,102,168,2,21,0,1,1,56,30,7,9.88,84.00,51.00,11.20
JP Faulkner,2017,163,279,11,36,3,5,3,90,56,8,10.27,25.36,14.82,9.64
JPR Scantlebury-Searles,2018,42,89,2,7,0,1,1,20,6,3,12.71,44.50,21.00,20.00
JR Hazlewood,2020/21,60,72,1,29,1,0,0,25,12,3,7.20,72.00,60.00,12.50
JR Hazlewood,2021,210,302,11,81,4,3,4,63,42,9,8.63,27.45,19.09,9.00
JR Hazlewood,2022,279,380,21,120,7,3,11,185,105,12,8.17,18.10,13.29,10.57
JR Hazlewood,2023,54,76,3,29,2,0,1,8,6,3,8.44,25.33,18.00,8.00
JR Hopes,2007/08,168,285,7,52,1,3,3,139,60,11,10.18,40.71,24.00,13.90
JR Hopes,2011,192,277,7,53,0,4,3,77,48,9,8.66,39.57,27.43,9.63
JW Hastings,2014,18,29,1,9,0,1,0,0,0,1,9.67,29.00,18.00,0.00
JW Hastings,2016,40,37,2,22,1,0,1,9,10,2,5.55,18.50,20.00,5.40
K Goel,2007/08,12,25,0,2,0,0,0,0,0,1,12.50,0.00,0.00,0.00
K Goel,2009,48,62,0,16,0,0,0,0,0,4,7.75,0.00,0.00,0.00
K Goel,2009/10,6,7,0,1,0,0,0,0,0,1,7.00,0.00,0.00,0.00
K Gowtham,2018,240,321,12,87,9,3,0,6,6,15,8.03,26.75,20.00,6.00
K Gowtham,2019,120,171,1,34,0,1,0,0,0,7,8.55,171.00,120.00,0.00
K Gowtham,2020/21,48,84,1,11,0,1,0,25,6,2,10.50,84.00,48.00,25.00
K Gowtham,2022,72,101,5,31,0,5,0,16,6,4,8.42,20.20,14.40,16.00
K Gowtham,2023,96,118,3,39,2,1,0,4,6,6,7.38,39.33,32.00,4.00
K Gowtham,2024,12,30,0,4,0,0,0,0,0,1,15.00,0.00,0.00,0.00
K Kartikeya,2022,78,103,5,29,1,4,0,0,0,4,7.92,20.60,15.60,0.00
K Kartikeya,2023,156,231,5,40,0,5,0,49,24,8,8.88,46.20,31.20,12.25
K Khejroliya,2018,65,110,2,15,0,2,0,25,11,3,10.15,55.00,32.50,13.64
K Khejroliya,2019,30,47,1,10,0,0,1,5,6,2,9.40,47.00,30.00,5.00
K Khejroliya,2023,26,64,2,7,0,0,2,37,14,2,14.77,32.00,13.00,15.86
K Rabada,2017,128,198,8,48,4,1,3,81,44,6,9.28,24.75,16.00,11.05
K Rabada,2019,288,382,29,109,5,3,21,205,138,12,7.96,13.17,9.93,8.91
K Rabada,2020/21,398,565,32,151,4,8,20,216,142,17,8.52,17.66,12.44,9.13
K Rabada,2021,336,464,16,130,4,6,6,185,102,15,8.29,29.00,21.00,10.88
K Rabada,2022,288,414,23,128,10,3,10,121,78,13,8.63,18.00,12.52,9.31
K Rabada,2023,139,243,7,58,4,2,1,81,37,6,10.49,34.71,19.86,13.14
K Rabada,2024,252,386,11,93,4,3,4,93,48,11,9.19,35.09,22.91,11.63
K Santokie,2014,48,91,3,15,1,1,1,55,24,2,11.38,30.33,16.00,13.75
K Upadhyay,2012,24,33,0,10,0,0,0,0,0,1,8.25,0.00,0.00,0.00
K Upadhyay,2013,30,48,0,10,0,0,0,0,0,2,9.60,0.00,0.00,0.00
K Yadav,2021,12,17,0,4,0,0,0,0,0,1,8.50,0.00,0.00,0.00
K Yadav,2023,42,68,2,9,0,0,2,28,12,2,9.71,34.00,21.00,14.00
KA Jamieson,2021,168,271,9,69,4,3,2,82,36,9,9.68,30.11,18.67,13.67
KA Maharaj,2024,36,39,2,11,0,2,0,0,0,2,6.50,19.50,18.00,0.00
KA Pollard,2009/10,222,276,17,58,0,14,3,55,36,12,7.46,16.24,13.06,9.17
KA Pollard,2011,255,367,13,73,1,8,4,76,45,16,8.64,28.23,19.62,10.13
KA Pollard,2012,263,352,18,85,0,10,8,66,48,14,8.03,19.56,14.61,8.25
KA Pollard,2013,186,292,10,60,0,4,6,116,66,14,9.42,29.20,18.60,10.55
KA Pollard,2014,150,265,3,33,0,1,2,110,48,12,10.60,88.33,50.00,13.75
KA Pollard,2015,76,121,6,14,0,2,4,45,28,8,9.55,20.17,12.67,9.64
KA Pollard,2016,36,82,0,4,0,0,0,35,12,4,13.67,0.00,0.00,17.50
KA Pollard,2017,11,30,0,0,0,0,0,15,5,1,16.36,0.00,0.00,18.00
KA Pollard,2020/21,126,190,4,33,0,2,2,34,24,11,9.05,47.50,31.50,8.50
KA Pollard,2021,79,95,6,26,0,6,0,16,7,9,7.22,15.83,13.17,13.71
KA Pollard,2022,84,130,4,19,0,3,1,45,18,6,9.29,32.50,21.00,15.00
KAJ Roach,2009/10,48,80,0,20,0,0,0,44,18,2,10.00,0.00,0.00,14.67
Kamran Khan,2009,112,148,10,40,3,2,5,59,34,5,7.93,14.80,11.20,10.41
Kamran Khan,2009/10,36,53,4,18,3,1,0,0,0,3,8.83,13.25,9.00,0.00
Kamran Khan,2011,18,47,0,5,0,0,0,0,0,1,15.67,0.00,0.00,0.00
Karanveer Singh,2014,120,164,12,42,0,8,4,38,18,5,8.20,13.67,10.00,12.67
Karanveer Singh,2015,84,159,2,22,0,1,1,15,6,4,11.36,79.50,42.00,15.00
Kartik Tyagi,2020/21,229,372,10,78,3,2,5,140,79,10,9.75,37.20,22.90,10.63
Kartik Tyagi,2021,84,125,4,36,1,1,2,28,18,4,8.93,31.25,21.00,9.33
Kartik Tyagi,2022,48,79,1,20,0,0,1,20,12,2,9.88,79.00,48.00,10.00
Kartik Tyagi,2023,37,92,1,10,1,0,0,15,7,3,14.92,92.00,37.00,12.86
Kartik Tyagi,2024,24,52,0,4,0,0,0,19,6,1,13.00,0.00,0.00,19.00
KC Cariappa,2015,12,28,1,3,0,1,0,0,0,1,14.00,28.00,12.00,0.00
KC Cariappa,2016,102,160,3,35,0,2,1,6,6,5,9.41,53.33,34.00,6.00
KC Cariappa,2017,90,127,4,22,0,3,1,18,12,4,8.47,31.75,22.50,9.00
KC Cariappa,2019,12,34,0,1,0,0,0,0,0,1,17.00,0.00,0.00,0.00
KH Pandya,2016,187,238,7,53,0,6,1,11,7,11,7.64,34.00,26.71,9.43
KH Pandya,2017,240,280,10,73,2,6,2,26,24,13,7.00,28.00,24.00,6.50
KH Pandya,2018,241,288,14,82,3,7,4,34,31,13,7.17,20.57,17.21,6.58
KH Pandya,2019,276,337,12,92,3,7,2,45,30,16,7.33,28.08,23.00,9.00
KH Pandya,2020/21,301,387,6,95,2,3,1,30,19,16,7.71,64.50,50.17,9.47
KH Pandya,2021,199,267,5,66,3,1,1,35,25,12,8.05,53.40,39.80,8.40
KH Pandya,2022,228,269,11,68,1,7,3,17,12,12,7.08,24.45,20.73,8.50
KH Pandya,2023,252,320,9,92,2,7,0,10,12,12,7.62,35.56,28.00,5.00
KH Pandya,2024,198,258,6,55,0,6,0,29,18,12,7.82,43.00,33.00,9.67
KJ Abbott,2016,96,182,2,28,0,2,0,53,24,5,11.38,91.00,48.00,13.25
KK Ahmed,2018,18,39,0,6,0,0,0,14,6,1,13.00,0.00,0.00,14.00
KK Ahmed,2019,209,292,20,83,7,5,8,67,53,9,8.38,14.60,10.45,7.58
KK Ahmed,2020/21,154,245,10,59,5,1,4,84,46,7,9.55,24.50,15.40,10.96
KK Ahmed,2021,162,225,5,53,1,1,3,64,42,7,8.33,45.00,32.40,9.14
KK Ahmed,2022,235,315,16,110,4,6,6,126,73,10,8.04,19.69,14.69,10.36
KK Ahmed,2023,198,309,10,81,2,1,7,135,66,9,9.36,30.90,19.80,12.27
KK Ahmed,2024,300,493,17,120,8,2,7,138,66,14,9.86,29.00,17.65,12.55
KK Cooper,2012,144,187,10,52,2,2,6,104,66,6,7.79,18.70,14.40,9.45
KK Cooper,2013,324,456,22,98,0,9,13,240,156,14,8.44,20.73,14.73,9.23
KK Cooper,2014,108,146,4,34,2,1,1,58,42,5,8.11,36.50,27.00,8.29
KL Nagarkoti,2020/21,156,233,5,44,0,4,1,58,30,9,8.96,46.60,31.20,11.60
KL Nagarkoti,2021,12,25,0,2,0,0,0,0,0,1,12.50,0.00,0.00,0.00
KL Nagarkoti,2022,12,29,0,4,0,0,0,0,0,1,14.50,0.00,0.00,0.00
KM Asif,2018,36,75,3,16,3,0,0,18,6,2,12.50,25.00,12.00,18.00
KM Asif,2021,13,18,1,2,0,1,0,2,1,1,8.31,18.00,13.00,12.00
KM Asif,2023,85,139,3,28,0,3,0,45,19,4,9.81,46.33,28.33,14.21
KMA Paul,2019,163,239,10,52,0,5,5,78,49,8,8.80,23.90,16.30,9.55
KMDN Kulasekara,2011,18,26,1,7,1,0,0,0,0,1,8.67,26.00,18.00,0.00
KMDN Kulasekara,2012,84,96,5,38,3,0,2,32,30,4,6.86,19.20,16.80,6.40
KP Appanna,2009,72,91,2,18,0,2,0,13,6,5,7.58,45.50,36.00,13.00
KP Appanna,2009/10,42,51,3,15,0,3,0,13,6,2,7.29,17.00,14.00,13.00
KP Appanna,2012,102,149,6,35,0,6,0,0,0,6,8.76,24.83,17.00,0.00
KP Pietersen,2009,78,88,5,26,1,3,1,29,18,4,6.77,17.60,15.60,9.67
KP Pietersen,2009/10,60,77,3,18,0,2,1,10,6,6,7.70,25.67,20.00,10.00
KP Pietersen,2012,36,53,1,10,0,1,0,0,0,3,8.83,53.00,36.00,0.00
